년도,행정구역별,시,도,고령인구비율,전체인구
2013,강원도,강원,홍천군,20,70638
2013,강원도,강원,횡성군,23.7,44937
2013,강원도,강원,영월군,23.4,40150
2013,강원도,강원,평창군,21.3,43666
2013,강원도,강원,정선군,21.3,39985
2013,강원도,강원,철원군,18.4,47473
2013,강원도,강원,화천군,18.6,25079
2013,강원도,강원,양구군,17,23594
2013,강원도,강원,인제군,16.8,32517
2013,강원도,강원,고성군,22.2,30398
2013,강원도,강원,양양군,23.8,27659
2013,충청북도,충북,충주시,15.6,208115
2013,충청북도,충북,제천시,16.3,137204
2013,충청북도,충북,청주시,9.68,79537
2013,충청북도,충북,보은군,28.7,34318
2013,충청북도,충북,옥천군,23.2,52763
2013,충청북도,충북,영동군,25.8,50539
2013,충청북도,충북,진천군,15.9,64606
2013,충청북도,충북,괴산군,28.5,38059
2013,충청북도,충북,음성군,16.7,93505
2013,충청북도,충북,단양군,24,31171
2013,충청북도,충북,증평군,14,34546
2013,충청남도,충남,천안시,8.5,591089
2013,충청남도,충남,공주시,19.3,116369
2013,충청남도,충남,보령시,20.1,104938
2013,충청남도,충남,아산시,10.9,287073
2013,충청남도,충남,서산시,15.1,165837
2013,충청남도,충남,논산시,20.9,125844
2013,충청남도,충남,계룡시,8,40957
2013,충청남도,충남,당진시,15.8,159615
2013,충청남도,충남,금산군,24.7,55441
2013,충청남도,충남,부여군,26.9,72547
2013,충청남도,충남,서천군,28.9,58441
2013,충청남도,충남,청양군,30.2,32155
2013,충청남도,충남,홍성군,21.5,89704
2013,충청남도,충남,예산군,24,85205
2013,충청남도,충남,태안군,24.4,62416
2013,전라북도,전북,전주시,11,650082
2013,전라북도,전북,군산시,13.7,278319
2013,전라북도,전북,익산시,14.3,306539
2013,전라북도,전북,정읍시,22.6,118328
2013,전라북도,전북,남원시,22.7,86460
2013,전라북도,전북,김제시,25.9,91218
2013,전라북도,전북,완주군,19.3,86978
2013,전라북도,전북,진안군,29.5,26703
2013,전라북도,전북,무주군,28.3,25398
2013,전라북도,전북,장수군,28.6,23243
2013,전라북도,전북,임실군,31,29739
2013,전라북도,전북,순창군,29.8,30272
2013,전라북도,전북,고창군,28,60522
2013,전라북도,전북,부안군,26.5,59164
2013,전라남도,전남,목포시,12,240936
2013,전라남도,전남,여수시,14.2,291366
2013,전라남도,전남,순천시,12.4,275668
2013,전라남도,전남,나주시,24.8,87754
2013,전라남도,전남,광양시,9.9,151621
2013,전라남도,전남,담양군,26.7,47365
2013,전라남도,전남,곡성군,31.1,31009
2013,전라남도,전남,구례군,29.2,27115
2013,전라남도,전남,고흥군,34.6,70631
2013,전라남도,전남,보성군,31.9,46385
2013,전라남도,전남,화순군,22,67829
2013,전라남도,전남,장흥군,28.7,43004
2013,전라남도,전남,강진군,28.6,40079
2013,전라남도,전남,해남군,26.9,77684
2013,전라남도,전남,영암군,22.2,59061
2013,전라남도,전남,무안군,19.2,79367
2013,전라남도,전남,함평군,31.2,35610
2013,전라남도,전남,영광군,24.6,57617
2013,전라남도,전남,장성군,26,46292
2013,전라남도,전남,완도군,27.9,53619
2013,전라남도,전남,진도군,30,32998
2013,전라남도,전남,신안군,30.4,44162
2013,경상북도,경북,포항시,11.3,519467
2013,경상북도,경북,경주시,16.9,263283
2013,경상북도,경북,김천시,19.5,135259
2013,경상북도,경북,안동시,19.3,168461
2013,경상북도,경북,구미시,6.7,419428
2013,경상북도,경북,영주시,20.2,112625
2013,경상북도,경북,영천시,23,100778
2013,경상북도,경북,상주시,25.6,103346
2013,경상북도,경북,문경시,23.8,75664
2013,경상북도,경북,경산시,12.8,248805
2013,경상북도,경북,군위군,33.8,24172
2013,경상북도,경북,의성군,34.3,56064
2013,경상북도,경북,청송군,30.9,26470
2013,경상북도,경북,영양군,31.4,18297
2013,경상북도,경북,영덕군,30.9,40142
2013,경상북도,경북,청도군,30.1,43788
2013,경상북도,경북,고령군,23.8,35198
2013,경상북도,경북,성주군,25.2,45067
2013,경상북도,경북,칠곡군,11.9,121182
2013,경상북도,경북,예천군,31.5,45573
2013,경상북도,경북,봉화군,30.1,33894
2013,경상북도,경북,울진군,24,51953
2013,경상북도,경북,울릉군,19.5,10524
2013,경상남도,경남,진주시,13.1,337071
2013,경상남도,경남,통영시,13.4,139719
2013,경상남도,경남,사천시,16.9,116851
2013,경상남도,경남,김해시,8,522049
2013,경상남도,경남,밀양시,21.7,108342
2013,경상남도,경남,거제시,7.6,242077
2013,경상남도,경남,양산시,10,279565
2013,경상남도,경남,창원시,9.4,1083731
2013,경상남도,경남,의령군,31.5,29417
2013,경상남도,경남,함안군,19.2,67667
2013,경상남도,경남,창녕군,25.5,63447
2013,경상남도,경남,고성군,24.5,56369
2013,경상남도,경남,남해군,32.5,47244
2013,경상남도,경남,하동군,27.9,50177
2013,경상남도,경남,산청군,30.8,35935
2013,경상남도,경남,함양군,29,40692
2013,경상남도,경남,거창군,23.6,63177
2013,경상남도,경남,합천군,32.9,50290
2013,제주특별자치도,제주,본청,13.4,593806
2014,서울특별시,서울,종로구,15.5,156993
2014,서울특별시,서울,중구,15.4,128065
2014,서울특별시,서울,용산구,14.7,235951
2014,서울특별시,서울,성동구,12.3,296086
2014,서울특별시,서울,광진구,10.7,363354
2014,서울특별시,서울,동대문구,14,363687
2014,서울특별시,서울,중랑구,12.4,418836
2014,서울특별시,서울,성북구,13.3,466706
2014,서울특별시,서울,강북구,15.1,335025
2014,서울특별시,서울,도봉구,13.1,353709
2014,서울특별시,서울,노원구,11.4,582552
2014,서울특별시,서울,은평구,13.4,498644
2014,서울특별시,서울,서대문구,14.5,310376
2014,서울특별시,서울,마포구,12.2,385439
2014,서울특별시,서울,양천구,9.9,486221
2014,서울특별시,서울,강서구,11,585160
2014,서울특별시,서울,구로구,11.9,425831
2014,서울특별시,서울,금천구,12.3,238463
2014,서울특별시,서울,영등포구,12.9,382352
2014,서울특별시,서울,동작구,12.8,407470
2014,서울특별시,서울,관악구,12.1,513186
2014,서울특별시,서울,서초구,10.5,449678
2014,서울특별시,서울,강남구,9.9,578114
2014,서울특별시,서울,송파구,9.8,664738
2014,서울특별시,서울,강동구,10.5,476597
2014,부산광역시,부산,중구,19.6,46737
2014,부산광역시,부산,서구,19.4,118115
2014,부산광역시,부산,동구,20.6,94565
2014,부산광역시,부산,영도구,19.4,132102
2014,부산광역시,부산,부산진구,14.7,387378
2014,부산광역시,부산,동래구,13.4,275971
2014,부산광역시,부산,남구,14.8,286989
2014,부산광역시,부산,북구,11.1,306974
2014,부산광역시,부산,해운대구,12.3,423531
2014,부산광역시,부산,사하구,12.3,343371
2014,부산광역시,부산,금정구,14.4,249856
2014,부산광역시,부산,강서구,13.3,79619
2014,부산광역시,부산,연제구,14.1,208012
2014,부산광역시,부산,수영구,15.8,178480
2014,부산광역시,부산,사상구,11.4,242953
2014,부산광역시,부산,기장군,12.7,144748
2014,대구광역시,대구,중구,18.7,78812
2014,대구광역시,대구,동구,14.7,347975
2014,대구광역시,대구,서구,14.6,210770
2014,대구광역시,대구,남구,17.4,163492
2014,대구광역시,대구,북구,10.6,444375
2014,대구광역시,대구,수성구,11.6,456505
2014,대구광역시,대구,달서구,9.5,606433
2014,대구광역시,대구,달성군,11.2,184902
2014,인천광역시,인천,중구,13.3,111929
2014,인천광역시,인천,동구,16.4,73978
2014,인천광역시,인천,연수구,7.8,310703
2014,인천광역시,인천,남동구,9.3,514656
2014,인천광역시,인천,부평구,10.2,556992
2014,인천광역시,인천,계양구,8.1,339538
2014,인천광역시,인천,서구,7.7,498686
2014,인천광역시,인천,미추홀구,13,408305
2014,인천광역시,인천,강화군,27.9,67118
2014,인천광역시,인천,옹진군,20.8,20703
2014,광주광역시,광주,동구,18.8,100786
2014,광주광역시,광주,서구,10.4,310317
2014,광주광역시,광주,남구,13.5,219815
2014,광주광역시,광주,북구,11,447685
2014,광주광역시,광주,광산구,7.5,397281
2014,대전광역시,대전,동구,13.7,245493
2014,대전광역시,대전,중구,13.9,261165
2014,대전광역시,대전,서구,9,496132
2014,대전광역시,대전,유성구,6.9,327461
2014,대전광역시,대전,대덕구,10.5,201558
2014,울산광역시,울산,중구,9.7,238825
2014,울산광역시,울산,남구,7.6,347759
2014,울산광역시,울산,동구,7.1,176668
2014,울산광역시,울산,북구,6.1,188733
2014,울산광역시,울산,울주군,11,214392
2014,세종특별자치시,세종,본청,12.7,156125
2014,경기도,경기,수원시,8,1174228
2014,경기도,경기,성남시,10.5,974608
2014,경기도,경기,의정부시,11.8,431112
2014,경기도,경기,안양시,9.5,600809
2014,경기도,경기,부천시,9.2,855586
2014,경기도,경기,광명시,9.7,348560
2014,경기도,경기,평택시,11,449555
2014,경기도,경기,동두천시,15.4,97595
2014,경기도,경기,안산시,7.6,707876
2014,경기도,경기,고양시,10.3,1006154
2014,경기도,경기,과천시,11,70156
2014,경기도,경기,구리시,9.9,186820
2014,경기도,경기,남양주시,10.7,636256
2014,경기도,경기,오산시,7.1,208565
2014,경기도,경기,시흥시,7.3,394639
2014,경기도,경기,군포시,9.1,288408
2014,경기도,경기,의왕시,9.8,158482
2014,경기도,경기,하남시,11.6,148896
2014,경기도,경기,용인시,10.2,961026
2014,경기도,경기,파주시,11.7,411348
2014,경기도,경기,이천시,11.6,205014
2014,경기도,경기,안성시,13.7,181896
2014,경기도,경기,김포시,10.5,340310
2014,경기도,경기,화성시,8.5,540862
2014,경기도,경기,광주시,10.2,298858
2014,경기도,경기,양주시,12.2,202072
2014,경기도,경기,포천시,14.9,155798
2014,경기도,경기,여주시,16.9,110386
2014,경기도,경기,연천군,21.8,45363
2014,경기도,경기,가평군,21,61213
2014,경기도,경기,양평군,20.4,105379
2014,강원도,강원,춘천시,14.6,275791
2014,강원도,강원,원주시,12.2,327292
2014,강원도,강원,강릉시,16.7,215807
2014,강원도,강원,동해시,15.3,94562
2014,강원도,강원,태백시,18.1,48258
2014,강원도,강원,속초시,14.9,82432
2014,강원도,강원,삼척시,19.7,72314
2014,강원도,강원,홍천군,20.4,70451
2014,강원도,강원,횡성군,23.9,45373
2014,강원도,강원,영월군,23.9,40191
2014,강원도,강원,평창군,21.8,43660
2014,강원도,강원,정선군,22.1,39425
2014,강원도,강원,철원군,18.7,47590
2014,강원도,강원,화천군,17.7,27143
2014,강원도,강원,양구군,17,23888
2014,강원도,강원,인제군,17.1,32475
2014,강원도,강원,고성군,22.8,30269
2014,강원도,강원,양양군,24.6,27521
2014,충청북도,충북,충주시,16,208527
2014,충청북도,충북,제천시,16.8,136805
2014,충청북도,충북,청주시,821632,10.03
2014,충청북도,충북,보은군,29.3,34240
2014,충청북도,충북,옥천군,23.9,52469
2014,충청북도,충북,영동군,26.3,50803
2014,충청북도,충북,진천군,16.3,65174
2014,충청북도,충북,괴산군,29.1,38351
2014,충청북도,충북,음성군,16.9,95324
2014,충청북도,충북,단양군,24.9,30948
2014,충청북도,충북,증평군,14.2,34771
2014,충청남도,충남,천안시,8.8,598346
2014,충청남도,충남,공주시,20.3,113621
2014,충청남도,충남,보령시,20.9,104321
2014,충청남도,충남,아산시,11.1,293954
2014,충청남도,충남,서산시,15.6,167611
2014,충청남도,충남,논산시,21.6,124784
2014,충청남도,충남,계룡시,8.5,40552
2014,충청남도,충남,당진시,16,162844
2014,충청남도,충남,금산군,25.4,55166
2014,충청남도,충남,부여군,28,71754
2014,충청남도,충남,서천군,29.8,57713
2014,충청남도,충남,청양군,30.9,32248
2014,충청남도,충남,홍성군,21.8,91866
2014,충청남도,충남,예산군,24.8,84919
2014,충청남도,충남,태안군,25.2,62574
2014,전라북도,전북,전주시,11.5,652877
2014,전라북도,전북,군산시,14.2,278098
2014,전라북도,전북,익산시,14.9,304117
2014,전라북도,전북,정읍시,23.3,117183
2014,전라북도,전북,남원시,23.4,85643
2014,전라북도,전북,김제시,26.7,90108
2014,전라북도,전북,완주군,19.3,90377
2014,전라북도,전북,진안군,30.2,26474
2014,전라북도,전북,무주군,28.5,25390
2014,전라북도,전북,장수군,28.7,23335
2014,전라북도,전북,임실군,31.2,29966
2014,전라북도,전북,순창군,30.2,30368
2014,전라북도,전북,고창군,28.9,60090
2014,전라북도,전북,부안군,27.7,57534
2014,전라남도,전남,목포시,12.6,239109
2014,전라남도,전남,여수시,14.9,290900
2014,전라남도,전남,순천시,12.8,277188
2014,전라남도,전남,나주시,24.7,90669
2014,전라남도,전남,광양시,10.3,152097
2014,전라남도,전남,담양군,27.4,47177
2014,전라남도,전남,곡성군,31.8,30732
2014,전라남도,전남,구례군,29.4,27170
2014,전라남도,전남,고흥군,35.7,69641
2014,전라남도,전남,보성군,32.9,45882
2014,전라남도,전남,화순군,22.7,66772
2014,전라남도,전남,장흥군,29,43190
2014,전라남도,전남,강진군,29,39861
2014,전라남도,전남,해남군,27.5,76981
2014,전라남도,전남,영암군,22.6,58852
2014,전라남도,전남,무안군,19.1,81696
2014,전라남도,전남,함평군,32,35090
2014,전라남도,전남,영광군,25.5,56833
2014,전라남도,전남,장성군,26.5,46273
2014,전라남도,전남,완도군,28.7,53174
2014,전라남도,전남,진도군,30.4,32746
2014,전라남도,전남,신안군,31.1,43747
2014,경상북도,경북,포항시,12,519368
2014,경상북도,경북,경주시,17.6,261535
2014,경상북도,경북,김천시,20,135456
2014,경상북도,경북,안동시,19.8,168697
2014,경상북도,경북,구미시,6.9,420320
2014,경상북도,경북,영주시,21.2,110780
2014,경상북도,경북,영천시,23.7,100689
2014,경상북도,경북,상주시,26.3,102892
2014,경상북도,경북,문경시,24.3,75911
2014,경상북도,경북,경산시,13.2,253968
2014,경상북도,경북,군위군,34.7,24170
2014,경상북도,경북,의성군,35.3,55212
2014,경상북도,경북,청송군,31.5,26453
2014,경상북도,경북,영양군,32.1,18197
2014,경상북도,경북,영덕군,31.9,39586
2014,경상북도,경북,청도군,30.9,43993
2014,경상북도,경북,고령군,24.4,35033
2014,경상북도,경북,성주군,26,44981
2014,경상북도,경북,칠곡군,12.1,122058
2014,경상북도,경북,예천군,32.5,45104
2014,경상북도,경북,봉화군,30.6,34023
2014,경상북도,경북,울진군,24.2,52104
2014,경상북도,경북,울릉군,19.9,10264
2014,경상남도,경남,진주시,13.5,340241
2014,경상남도,경남,통영시,14,139439
2014,경상남도,경남,사천시,17.5,116485
2014,경상남도,경남,김해시,8.3,527240
2014,경상남도,경남,밀양시,22.4,107765
2014,경상남도,경남,거제시,7.8,248287
2014,경상남도,경남,양산시,10.3,292376
2014,경상남도,경남,창원시,10,1075168
2014,경상남도,경남,의령군,32.2,29209
2014,경상남도,경남,함안군,19.4,68741
2014,경상남도,경남,창녕군,26.1,63502
2014,경상남도,경남,고성군,25.2,55916
2014,경상남도,경남,남해군,33.4,46638
2014,경상남도,경남,하동군,28.8,49223
2014,경상남도,경남,산청군,31.5,35849
2014,경상남도,경남,함양군,29.5,40584
2014,경상남도,경남,거창군,24.1,63137
2014,경상남도,경남,합천군,33.3,50457
2014,제주특별자치도,제주,본청,13.6,607346
2015,서울특별시,서울,종로구,16,154986
2015,서울특별시,서울,중구,16,125733
2015,서울특별시,서울,용산구,15.2,233342
2015,서울특별시,서울,성동구,12.8,297003
2015,서울특별시,서울,광진구,11.2,360369
2015,서울특별시,서울,동대문구,14.5,360153
2015,서울특별시,서울,중랑구,13.1,413909
2015,서울특별시,서울,성북구,13.7,459275
2015,서울특별시,서울,강북구,15.9,330873
2015,서울특별시,서울,도봉구,13.8,351242
2015,서울특별시,서울,노원구,12,574583
2015,서울특별시,서울,은평구,14,497920
2015,서울특별시,서울,서대문구,14.9,312141
2015,서울특별시,서울,마포구,12.5,387643
2015,서울특별시,서울,양천구,10.4,484532
2015,서울특별시,서울,강서구,11.5,589074
2015,서울특별시,서울,구로구,12.6,422092
2015,서울특별시,서울,금천구,13,236284
2015,서울특별시,서울,영등포구,13.4,378504
2015,서울특별시,서울,동작구,13.3,400641
2015,서울특별시,서울,관악구,12.7,509663
2015,서울특별시,서울,서초구,11,446764
2015,서울특별시,서울,강남구,10.4,576495
2015,서울특별시,서울,송파구,10.3,660302
2015,서울특별시,서울,강동구,11.3,458658
2015,부산광역시,부산,중구,20.7,45816
2015,부산광역시,부산,서구,20.3,115963
2015,부산광역시,부산,동구,21.7,92069
2015,부산광역시,부산,영도구,20.4,129385
2015,부산광역시,부산,부산진구,15.4,381572
2015,부산광역시,부산,동래구,14.1,272837
2015,부산광역시,부산,남구,15.6,283101
2015,부산광역시,부산,북구,11.7,310484
2015,부산광역시,부산,해운대구,12.9,422818
2015,부산광역시,부산,사하구,13.1,337781
2015,부산광역시,부산,금정구,15.3,246026
2015,부산광역시,부산,강서구,12.1,94608
2015,부산광역시,부산,연제구,14.7,210718
2015,부산광역시,부산,수영구,16.5,179795
2015,부산광역시,부산,사상구,12.3,237711
2015,부산광역시,부산,기장군,12.9,153093
2015,대구광역시,대구,중구,18.8,80928
2015,대구광역시,대구,동구,15.3,349728
2015,대구광역시,대구,서구,15.5,206028
2015,대구광역시,대구,남구,18.2,160852
2015,대구광역시,대구,북구,11.1,443119
2015,대구광역시,대구,수성구,12.1,451786
2015,대구광역시,대구,달서구,10,602641
2015,대구광역시,대구,달성군,11.5,192747
2015,인천광역시,인천,중구,13.5,114493
2015,인천광역시,인천,동구,17.2,72571
2015,인천광역시,인천,연수구,8,319052
2015,인천광역시,인천,남동구,9.7,531395
2015,인천광역시,인천,부평구,10.7,555844
2015,인천광역시,인천,계양구,8.6,334332
2015,인천광역시,인천,서구,8.1,504606
2015,인천광역시,인천,미추홀구,13.6,404893
2015,인천광역시,인천,강화군,28.5,67667
2015,인천광역시,인천,옹진군,21.3,20962
2015,광주광역시,광주,동구,19.6,98784
2015,광주광역시,광주,서구,11,305028
2015,광주광역시,광주,남구,14,221318
2015,광주광역시,광주,북구,11.5,446316
2015,광주광역시,광주,광산구,7.7,400753
2015,대전광역시,대전,동구,14.6,239579
2015,대전광역시,대전,중구,14.6,256186
2015,대전광역시,대전,서구,9.6,490859
2015,대전광역시,대전,유성구,7.2,335312
2015,대전광역시,대전,대덕구,11.1,196839
2015,울산광역시,울산,중구,10.1,244481
2015,울산광역시,울산,남구,8.1,343598
2015,울산광역시,울산,동구,7.6,174963
2015,울산광역시,울산,북구,6.4,191063
2015,울산광역시,울산,울주군,11.4,219429
2015,세종특별자치시,세종,본청,10.6,210884
2015,경기도,경기,수원시,8.4,1184624
2015,경기도,경기,성남시,11,971424
2015,경기도,경기,의정부시,12.3,433937
2015,경기도,경기,안양시,10,597789
2015,경기도,경기,부천시,9.7,848987
2015,경기도,경기,광명시,10.3,344978
2015,경기도,경기,평택시,11.2,460532
2015,경기도,경기,동두천시,15.9,97974
2015,경기도,경기,안산시,8,697885
2015,경기도,경기,고양시,10.7,1027546
2015,경기도,경기,과천시,11.5,68946
2015,경기도,경기,구리시,10.4,186721
2015,경기도,경기,남양주시,11.1,653454
2015,경기도,경기,오산시,7.4,206828
2015,경기도,경기,시흥시,7.6,398256
2015,경기도,경기,군포시,9.6,287519
2015,경기도,경기,의왕시,10.4,157740
2015,경기도,경기,하남시,11.6,166713
2015,경기도,경기,용인시,10.7,975746
2015,경기도,경기,파주시,11.9,423321
2015,경기도,경기,이천시,12,204935
2015,경기도,경기,안성시,14.3,180199
2015,경기도,경기,김포시,10.9,349990
2015,경기도,경기,화성시,8.3,596525
2015,경기도,경기,광주시,10.5,312579
2015,경기도,경기,양주시,12.7,205184
2015,경기도,경기,포천시,15.4,155192
2015,경기도,경기,여주시,17.3,111033
2015,경기도,경기,연천군,21.9,45725
2015,경기도,경기,가평군,21.5,62008
2015,경기도,경기,양평군,20.9,108316
2015,강원도,강원,춘천시,14.8,277997
2015,강원도,강원,원주시,12.3,332995
2015,강원도,강원,강릉시,17.2,214560
2015,강원도,강원,동해시,15.9,93895
2015,강원도,강원,태백시,19,47501
2015,강원도,강원,속초시,15.2,81992
2015,강원도,강원,삼척시,20.5,70839
2015,강원도,강원,홍천군,21,70336
2015,강원도,강원,횡성군,24.2,45777
2015,강원도,강원,영월군,24.3,40216
2015,강원도,강원,평창군,22.3,43500
2015,강원도,강원,정선군,22.6,39197
2015,강원도,강원,철원군,18.6,48799
2015,강원도,강원,화천군,17.8,27020
2015,강원도,강원,양구군,16.9,24089
2015,강원도,강원,인제군,16.8,33255
2015,강원도,강원,고성군,23.3,30060
2015,강원도,강원,양양군,25.2,27479
2015,충청북도,충북,충주시,16.3,207913
2015,충청북도,충북,제천시,17.3,136138
2015,충청북도,충북,청주시,83037,827906
2015,충청북도,충북,보은군,29.5,34296
2015,충청북도,충북,옥천군,24.7,52404
2015,충청북도,충북,영동군,26.9,50693
2015,충청북도,충북,진천군,16.2,67981
2015,충청북도,충북,괴산군,29.5,38787
2015,충청북도,충북,음성군,17.1,96396
2015,충청북도,충북,단양군,25.5,30761
2015,충청북도,충북,증평군,14,36671
2015,충청남도,충남,천안시,9.1,605776
2015,충청남도,충남,공주시,21.4,111261
2015,충청남도,충남,보령시,21.4,104754
2015,충청남도,충남,아산시,11.4,297737
2015,충청남도,충남,서산시,16,170099
2015,충청남도,충남,논산시,22.2,124232
2015,충청남도,충남,계룡시,8.6,41730
2015,충청남도,충남,당진시,16.3,165122
2015,충청남도,충남,금산군,26.1,54879
2015,충청남도,충남,부여군,28.9,71143
2015,충청남도,충남,서천군,30.7,56910
2015,충청남도,충남,청양군,31.3,32485
2015,충청남도,충남,홍성군,21.8,94553
2015,충청남도,충남,예산군,25.9,83484
2015,충청남도,충남,태안군,25.8,63484
2015,전라북도,전북,전주시,12.1,652282
2015,전라북도,전북,군산시,14.8,278398
2015,전라북도,전북,익산시,15.6,302061
2015,전라북도,전북,정읍시,24.1,115977
2015,전라북도,전북,남원시,24.1,84856
2015,전라북도,전북,김제시,27.6,88721
2015,전라북도,전북,완주군,19.2,95303
2015,전라북도,전북,진안군,31,26203
2015,전라북도,전북,무주군,29.5,25220
2015,전라북도,전북,장수군,29.4,23277
2015,전라북도,전북,임실군,31.5,30271
2015,전라북도,전북,순창군,30.4,30248
2015,전라북도,전북,고창군,29.4,60046
2015,전라북도,전북,부안군,28.5,56848
2015,전라남도,전남,목포시,13.1,238382
2015,전라남도,전남,여수시,15.5,290168
2015,전라남도,전남,순천시,13.2,278765
2015,전라남도,전남,나주시,23.4,98182
2015,전라남도,전남,광양시,10.7,153587
2015,전라남도,전남,담양군,28.1,47009
2015,전라남도,전남,곡성군,32.2,30672
2015,전라남도,전남,구례군,29.7,27308
2015,전라남도,전남,고흥군,36.6,68601
2015,전라남도,전남,보성군,33.5,45349
2015,전라남도,전남,화순군,23.4,65848
2015,전라남도,전남,장흥군,29.1,43513
2015,전라남도,전남,강진군,30.1,38758
2015,전라남도,전남,해남군,28,76194
2015,전라남도,전남,영암군,23.2,58137
2015,전라남도,전남,무안군,19.3,82236
2015,전라남도,전남,함평군,32.3,34876
2015,전라남도,전남,영광군,26.1,56267
2015,전라남도,전남,장성군,26.8,46360
2015,전라남도,전남,완도군,29,53014
2015,전라남도,전남,진도군,31.1,32476
2015,전라남도,전남,신안군,31.7,43294
2015,경상북도,경북,포항시,12.6,519584
2015,경상북도,경북,경주시,18.2,259773
2015,경상북도,경북,김천시,19.9,140132
2015,경상북도,경북,안동시,20.1,169221
2015,경상북도,경북,구미시,7.2,419915
2015,경상북도,경북,영주시,21.9,109735
2015,경상북도,경북,영천시,24.2,100648
2015,경상북도,경북,상주시,26.9,102374
2015,경상북도,경북,문경시,24.9,75784
2015,경상북도,경북,경산시,13.6,256888
2015,경상북도,경북,군위군,35.3,24126
2015,경상북도,경북,의성군,36.1,54477
2015,경상북도,경북,청송군,32,26384
2015,경상북도,경북,영양군,32.6,17898
2015,경상북도,경북,영덕군,32.5,39191
2015,경상북도,경북,청도군,31.8,43724
2015,경상북도,경북,고령군,25.2,34594
2015,경상북도,경북,성주군,26.7,45029
2015,경상북도,경북,칠곡군,12.4,122829
2015,경상북도,경북,예천군,33.1,44674
2015,경상북도,경북,봉화군,31.2,33808
2015,경상북도,경북,울진군,24.4,51885
2015,경상북도,경북,울릉군,20.7,10153
2015,경상남도,경남,진주시,13.9,344426
2015,경상남도,경남,통영시,14.5,139168
2015,경상남도,경남,사천시,18.1,115452
2015,경상남도,경남,김해시,8.7,528865
2015,경상남도,경남,밀양시,23,107896
2015,경상남도,경남,거제시,7.8,255828
2015,경상남도,경남,양산시,10.7,301291
2015,경상남도,경남,창원시,10.4,1070064
2015,경상남도,경남,의령군,33.1,28544
2015,경상남도,경남,함안군,19.9,69156
2015,경상남도,경남,창녕군,26.4,63817
2015,경상남도,경남,고성군,25.7,55284
2015,경상남도,경남,남해군,34,45865
2015,경상남도,경남,하동군,28.7,50259
2015,경상남도,경남,산청군,32,36071
2015,경상남도,경남,함양군,30.2,40339
2015,경상남도,경남,거창군,24.3,63232
2015,경상남도,경남,합천군,34.4,49145
2015,제주특별자치도,제주,본청,13.8,624395
2016,서울특별시,서울,종로구,16.3,152737
